         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 builtins.py:376(TupleEq)
        1    0.000    0.000    0.000    0.000 builtins.py:380(TupleNe)
        1    0.000    0.000    0.000    0.000 builtins.py:384(TupleGe)
        1    0.000    0.000    0.000    0.000 builtins.py:388(TupleGt)
        1    0.000    0.000    0.000    0.000 builtins.py:392(TupleLe)
        1    0.000    0.000    0.000    0.000 builtins.py:396(TupleLt)
        1    0.000    0.000    0.000    0.000 builtins.py:400(TupleAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:417(InplaceImmutable)
        4    0.000    0.000    0.002    0.001 builtins.py:418(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:432(CmpOpIdentity)
        1    0.000    0.000    0.000    0.000 builtins.py:438(CmpOpIs)
        1    0.000    0.000    0.000    0.000 builtins.py:44(Abs)
        1    0.000    0.000    0.000    0.000 builtins.py:443(CmpOpIsNot)
        6    0.000    0.000    0.000    0.000 builtins.py:448(normalize_1d_index)
        1    0.000    0.000    0.000    0.000 builtins.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:460(GetItemCPointer)
       90    0.000    0.000    0.001    0.000 builtins.py:464(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:471(SetItemCPointer)
       18    0.000    0.000    0.000    0.000 builtins.py:475(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:482(Len)
        1    0.000    0.000    0.000    0.000 builtins.py:493(TupleBool)
        1    0.000    0.000    0.000    0.000 builtins.py:504(StaticGetItemTuple)
       78    0.000    0.000    0.001    0.000 builtins.py:508(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:520(GenericNotIn)
        1    0.000    0.000    0.000    0.000 builtins.py:53(Slice)
        1    0.000    0.000    0.000    0.000 builtins.py:530(MemoryViewAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:566(BooleanAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:580(NumberAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:606(SliceAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:623(NumberClassAttribute)
        1    0.000    0.000    0.001    0.001 builtins.py:646(register_number_classes)
        1    0.000    0.000    0.000    0.000 builtins.py:660(MinMaxBase)
        1    0.000    0.000    0.000    0.000 builtins.py:69(Range)
        1    0.000    0.000    0.000    0.000 builtins.py:693(Max)
        1    0.000    0.000    0.000    0.000 builtins.py:698(Min)
        1    0.000    0.000    0.000    0.000 builtins.py:703(Round)
        1    0.000    0.000    0.000    0.000 builtins.py:721(Hash)
        1    0.000    0.000    0.000    0.000 builtins.py:734(Bool)
        1    0.000    0.000    0.000    0.000 builtins.py:748(Int)
        1    0.000    0.000    0.000    0.000 builtins.py:762(Float)
        1    0.000    0.000    0.000    0.000 builtins.py:783(Complex)
        1    0.000    0.000    0.000    0.000 builtins.py:811(Enumerate)
        1    0.000    0.000    0.005    0.005 builtins.py:814(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:829(Zip)
        2    0.000    0.000    0.000    0.000 builtins.py:83(getitem_cpointer)
        1    0.000    0.000    0.000    0.000 builtins.py:839(Iter)
        1    0.000    0.000    0.000    0.000 builtins.py:850(Next)
        1    0.000    0.000    0.000    0.000 builtins.py:863(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 builtins.py:877(OptionalAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:886(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:89(GetIter)
        1    0.000    0.000    0.000    0.000 builtins.py:91(setitem_cpointer)
      853    0.002    0.000    0.002    0.000 bytecode.py:125(_unpack_opargs)
        1    0.000    0.000    0.000    0.000 bytecode.py:156(ByteCodeIter)
       14    0.000    0.000    0.000    0.000 bytecode.py:157(__init__)
       14    0.000    0.000    0.000    0.000 bytecode.py:161(__iter__)
      853    0.001    0.000    0.004    0.000 bytecode.py:164(_fetch_opcode)
      853    0.002    0.000    0.007    0.000 bytecode.py:167(next)
        1    0.000    0.000    0.000    0.000 bytecode.py:182(ByteCode)
       14    0.003    0.000    0.013    0.001 bytecode.py:189(__init__)
       14    0.000    0.000    0.001    0.000 bytecode.py:207(_compute_lineno)
       14    0.000    0.000    0.000    0.000 bytecode.py:21(get_function_object)
       19    0.000    0.000    0.000    0.000 bytecode.py:223(__iter__)
     2683    0.002    0.000    0.002    0.000 bytecode.py:226(__getitem__)
        1    0.000    0.000    0.000    0.000 bytecode.py:280(FunctionIdentity)
       14    0.001    0.000    0.003    0.000 bytecode.py:290(from_function)
       29    0.000    0.000    0.000    0.000 bytecode.py:33(get_code_object)
        1    0.000    0.000    0.000    0.000 bytecode.py:38(_as_opcodes)
        1    0.000    0.000    0.001    0.001 bytecode.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bytecode.py:55(ByteCodeInst)
      839    0.001    0.000    0.001    0.000 bytecode.py:70(__init__)
     1306    0.001    0.000    0.001    0.000 bytecode.py:82(is_jump)
       46    0.000    0.000    0.000    0.000 bytecode.py:90(get_jump_target)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:130(ArrayDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:146(ArrayRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:161(Assignment)
        1    0.000    0.000    0.000    0.000 c_ast.py:177(BinaryOp)
        1    0.000    0.000    0.003    0.003 c_ast.py:19(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:193(Break)
        1    0.000    0.000    0.000    0.000 c_ast.py:203(Case)
        1    0.000    0.000    0.000    0.000 c_ast.py:219(Cast)
        1    0.000    0.000    0.000    0.000 c_ast.py:22(Node)
        1    0.000    0.000    0.000    0.000 c_ast.py:234(Compound)
        1    0.000    0.000    0.000    0.000 c_ast.py:248(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 c_ast.py:263(Constant)
        1    0.000    0.000    0.000    0.000 c_ast.py:276(Continue)
        1    0.000    0.000    0.000    0.000 c_ast.py:286(Decl)
        1    0.000    0.000    0.000    0.000 c_ast.py:307(DeclList)
        1    0.000    0.000    0.000    0.000 c_ast.py:321(Default)
        1    0.000    0.000    0.000    0.000 c_ast.py:335(DoWhile)
        1    0.000    0.000    0.000    0.000 c_ast.py:350(EllipsisParam)
        1    0.000    0.000    0.000    0.000 c_ast.py:360(EmptyStatement)
        1    0.000    0.000    0.000    0.000 c_ast.py:370(Enum)
        1    0.000    0.000    0.000    0.000 c_ast.py:384(Enumerator)
        1    0.000    0.000    0.000    0.000 c_ast.py:398(EnumeratorList)
        1    0.000    0.000    0.000    0.000 c_ast.py:412(ExprList)
        1    0.000    0.000    0.000    0.000 c_ast.py:426(FileAST)
        1    0.000    0.000    0.000    0.000 c_ast.py:440(For)
        1    0.000    0.000    0.000    0.000 c_ast.py:459(FuncCall)
        1    0.000    0.000    0.000    0.000 c_ast.py:474(FuncDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:489(FuncDef)
        1    0.000    0.000    0.000    0.000 c_ast.py:507(Goto)
        1    0.000    0.000    0.000    0.000 c_ast.py:519(ID)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(IdentifierType)
        1    0.000    0.000    0.000    0.000 c_ast.py:543(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:560(InitList)
        1    0.000    0.000    0.000    0.000 c_ast.py:574(Label)
        1    0.000    0.000    0.000    0.000 c_ast.py:588(NamedInitializer)
        1    0.000    0.000    0.000    0.000 c_ast.py:604(ParamList)
        1    0.000    0.000    0.000    0.000 c_ast.py:618(PtrDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:632(Return)
        1    0.000    0.000    0.000    0.000 c_ast.py:645(Struct)
        1    0.000    0.000    0.000    0.000 c_ast.py:660(StructRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:676(Switch)
        1    0.000    0.000    0.000    0.000 c_ast.py:691(TernaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:708(TypeDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:723(Typedef)
        1    0.000    0.000    0.000    0.000 c_ast.py:739(Typename)
        1    0.000    0.000    0.000    0.000 c_ast.py:754(UnaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:768(Union)
        1    0.000    0.000    0.000    0.000 c_ast.py:783(While)
        1    0.000    0.000    0.000    0.000 c_ast.py:798(Pragma)
        1    0.000    0.000    0.000    0.000 c_ast.py:82(NodeVisitor)
        1    0.000    0.000    0.000    0.000 c_lexer.py:16(CLexer)
        1    0.000    0.000    0.003    0.003 c_lexer.py:9(<module>)
        1    0.000    0.000    0.000    0.000 c_parser.py:19(CParser)
        1    0.000    0.000    0.017    0.017 c_parser.py:9(<module>)
        7    0.000    0.000    0.000    0.000 caching.py:100(save_overload)
        1    0.000    0.000    0.000    0.000 caching.py:113(_CacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:158(_SourceFileBackedLocatorMixin)
        1    0.000    0.000    0.000    0.000 caching.py:187(_InTreeCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:202(_UserWideCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:226(_IPythonCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:278(_CacheImpl)
        1    0.000    0.000    0.003    0.003 caching.py:3(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:346(CompileResultCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:384(CodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:415(IndexDataCacheFile)
        1    0.000    0.000    0.000    0.000 caching.py:50(_Cache)
        1    0.000    0.000    0.000    0.000 caching.py:542(Cache)
        1    0.000    0.000    0.000    0.000 caching.py:654(FunctionCache)
        1    0.000    0.000    0.000    0.000 caching.py:665(make_library_cache)
        1    0.000    0.000    0.000    0.000 caching.py:675(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 caching.py:678(LibraryCache)
        1    0.000    0.000    0.000    0.000 caching.py:92(NullCache)
        7    0.000    0.000    0.000    0.000 caching.py:97(load_overload)
       16    0.000    0.000    0.000    0.000 callconv.py:101(init_call_helper)
        9    0.001    0.000    0.028    0.003 callconv.py:112(raise_error)
       16    0.000    0.000    0.008    0.001 callconv.py:142(decode_arguments)
      127    0.001    0.000    0.019    0.000 callconv.py:158(_get_arg_packer)
        1    0.000    0.000    0.000    0.000 callconv.py:165(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 callconv.py:276(_MinimalCallHelper)
        1    0.000    0.000    0.002    0.002 callconv.py:3(<module>)
        1    0.000    0.000    0.000    0.000 callconv.py:303(CPUCallConv)
       16    0.000    0.000    0.000    0.000 callconv.py:323(_make_call_helper)
       18    0.000    0.000    0.002    0.000 callconv.py:326(return_value)
       31    0.001    0.000    0.021    0.001 callconv.py:333(return_user_exc)
       20    0.000    0.000    0.002    0.000 callconv.py:349(return_status_propagate)
        5    0.000    0.000    0.000    0.000 callconv.py:35(_const_int)
     1226    0.003    0.000    0.070    0.000 callconv.py:354(_return_errcode_raw)
       29    0.001    0.000    0.011    0.000 callconv.py:357(_get_return_status)
       46    0.001    0.000    0.012    0.000 callconv.py:381(get_function_type)
       36    0.001    0.000    0.012    0.000 callconv.py:393(decorate_function)
       36    0.000    0.000    0.000    0.000 callconv.py:399(<listcomp>)
       52    0.000    0.000    0.000    0.000 callconv.py:414(get_arguments)
       43    0.000    0.000    0.000    0.000 callconv.py:420(get_env_argument)
       83    0.000    0.000    0.000    0.000 callconv.py:426(_get_return_argument)
       87    0.000    0.000    0.000    0.000 callconv.py:429(_get_excinfo_argument)
       29    0.001    0.000    0.124    0.004 callconv.py:432(call_function)
        1    0.000    0.000    0.000    0.000 callconv.py:464(ErrorModel)
       21    0.000    0.000    0.000    0.000 callconv.py:466(__init__)
        6    0.000    0.000    0.001    0.000 callconv.py:469(fp_zero_division)
        1    0.000    0.000    0.000    0.000 callconv.py:477(PythonErrorModel)
        1    0.000    0.000    0.000    0.000 callconv.py:484(NumpyErrorModel)
       21    0.000    0.000    0.000    0.000 callconv.py:505(create_error_model)
        1    0.000    0.000    0.000    0.000 callconv.py:51(BaseCallConv)
        1    0.000    0.000    0.000    0.000 callconv.py:53(__init__)
     1157    0.005    0.000    0.070    0.000 callconv.py:88(return_exc)
       46    0.000    0.000    0.001    0.000 callconv.py:94(get_return_type)
        1    0.000    0.000    0.004    0.004 callwrapper.py:1(<module>)
        9    0.000    0.000    0.320    0.036 callwrapper.py:101(build)
        9    0.002    0.000    0.313    0.035 callwrapper.py:126(build_wrapper)
        9    0.000    0.000    0.002    0.000 callwrapper.py:129(<listcomp>)
        9    0.000    0.000    0.000    0.000 callwrapper.py:13(__init__)
        9    0.000    0.000    0.029    0.003 callwrapper.py:183(get_env)
        9    0.000    0.000    0.000    0.000 callwrapper.py:190(_simplified_return_type)
       18    0.000    0.000    0.000    0.000 callwrapper.py:202(debug_print)
       30    0.001    0.000    0.112    0.004 callwrapper.py:22(add_arg)
       60    0.001    0.000    0.085    0.001 callwrapper.py:39(cleanup_arg)
        9    0.000    0.000    0.006    0.001 callwrapper.py:66(emit_cleanup)
        1    0.000    0.000    0.000    0.000 callwrapper.py:74(_GilManager)
        1    0.000    0.000    0.000    0.000 callwrapper.py:9(_ArgManager)
        1    0.000    0.000    0.000    0.000 callwrapper.py:91(PyCallWrapper)
        9    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
        1    0.000    0.000    0.017    0.017 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1307(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1329(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1387(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:180(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:217(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:274(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:293(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:337(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
       40    0.000    0.000    0.045    0.001 castgraph.py:122(insert_rule)
        8    0.000    0.000    0.005    0.001 castgraph.py:128(promote)
       11    0.000    0.000    0.009    0.001 castgraph.py:131(safe)
       21    0.000    0.000    0.030    0.001 castgraph.py:134(unsafe)
        1    0.000    0.000    0.000    0.000 castgraph.py:33(CastSet)
       14    0.000    0.000    0.000    0.000 castgraph.py:39(__init__)
     2032    0.004    0.000    0.013    0.000 castgraph.py:42(insert)
     2032    0.002    0.000    0.006    0.000 castgraph.py:51(get)
       40    0.000    0.000    0.000    0.000 castgraph.py:65(__iter__)
     2044    0.002    0.000    0.004    0.000 castgraph.py:68(__getitem__)
        1    0.000    0.000    0.000    0.000 castgraph.py:72(TypeGraph)
        1    0.000    0.000    0.000    0.000 castgraph.py:79(__init__)
        1    0.000    0.000    0.000    0.000 castgraph.py:9(Conversion)
       40    0.010    0.000    0.044    0.001 castgraph.py:95(propagate)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:133(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:150(FFIAttribute)
     2196    0.007    0.000    0.008    0.000 cffi_utils.py:27(is_ffi_instance)
     2196    0.014    0.000    0.037    0.000 cffi_utils.py:37(is_cffi_func)
        1    0.000    0.000    0.044    0.044 cffi_utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:3(<module>)
       87    0.001    0.000    0.008    0.000 cgutils.py:1001(normalize_ir_text)
      206    0.001    0.000    0.045    0.000 cgutils.py:123(_make_refs)
     2153    0.005    0.000    0.215    0.000 cgutils.py:141(_get_ptr_by_index)
      134    0.001    0.000    0.018    0.000 cgutils.py:144(_get_ptr_by_name)
      973    0.005    0.000    0.137    0.000 cgutils.py:148(__getattr__)
     2282    0.010    0.000    0.228    0.000 cgutils.py:157(__setattr__)
      973    0.005    0.000    0.128    0.000 cgutils.py:165(__getitem__)
     1046    0.007    0.000    0.212    0.000 cgutils.py:172(__setitem__)
        8    0.000    0.000    0.000    0.000 cgutils.py:201(_getpointer)
       64    0.000    0.000    0.002    0.000 cgutils.py:207(_getvalue)
        1    0.000    0.000    0.000    0.000 cgutils.py:222(ValueStructProxy)
      206    0.001    0.000    0.001    0.000 cgutils.py:227(_get_be_type)
      973    0.000    0.000    0.000    0.000 cgutils.py:230(_cast_member_to_value)
     1046    0.000    0.000    0.000    0.000 cgutils.py:233(_cast_member_from_value)
        1    0.000    0.000    0.000    0.000 cgutils.py:237(DataStructProxy)
        1    0.000    0.000    0.000    0.000 cgutils.py:253(Structure)
       25    0.001    0.000    0.007    0.000 cgutils.py:260(__init__)
      446    0.003    0.000    0.034    0.000 cgutils.py:291(_get_ptr_by_index)
      446    0.003    0.000    0.061    0.000 cgutils.py:298(__getattr__)
        1    0.000    0.000    0.002    0.002 cgutils.py:3(<module>)
      175    0.001    0.000    0.001    0.000 cgutils.py:307(__setattr__)
      446    0.003    0.000    0.058    0.000 cgutils.py:315(__getitem__)
      717    0.010    0.000    0.207    0.000 cgutils.py:361(alloca_once)
       30    0.000    0.000    0.005    0.000 cgutils.py:377(alloca_once_value)
       30    0.000    0.000    0.001    0.000 cgutils.py:399(terminate)
     2163    0.007    0.000    0.073    0.000 cgutils.py:405(get_null_value)
     1254    0.007    0.000    0.126    0.000 cgutils.py:409(is_null)
       23    0.000    0.000    0.002    0.000 cgutils.py:414(is_not_null)
     1305    0.005    0.000    0.025    0.000 cgutils.py:419(if_unlikely)
        9    0.000    0.000    0.000    0.000 cgutils.py:423(if_likely)
       43    0.000    0.000    0.002    0.000 cgutils.py:431(increment_index)
      652    0.010    0.000    0.017    0.000 cgutils.py:44(make_bytearray)
       60    0.002    0.000    0.013    0.000 cgutils.py:444(for_range)
      212    0.001    0.000    0.004    0.000 cgutils.py:55(create_struct_proxy)
       30    0.000    0.000    0.014    0.000 cgutils.py:576(loop_nest)
       30    0.000    0.000    0.000    0.000 cgutils.py:598(<lambda>)
    60/30    0.000    0.000    0.014    0.000 cgutils.py:604(_loop_nest)
      192    0.003    0.000    0.024    0.000 cgutils.py:614(pack_array)
      278    0.002    0.000    0.032    0.000 cgutils.py:629(unpack_tuple)
      278    0.001    0.000    0.030    0.000 cgutils.py:636(<listcomp>)
       30    0.001    0.000    0.047    0.002 cgutils.py:641(get_item_pointer)
       90    0.002    0.000    0.025    0.000 cgutils.py:649(get_item_pointer2)
       32    0.000    0.000    0.002    0.000 cgutils.py:695(<listcomp>)
        6    0.000    0.000    0.001    0.000 cgutils.py:700(_scalar_pred_against_zero)
        6    0.000    0.000    0.001    0.000 cgutils.py:711(is_scalar_zero)
        6    0.000    0.000    0.016    0.003 cgutils.py:74(copy_struct)
       12    0.000    0.000    0.003    0.000 cgutils.py:767(if_zero)
      231    0.000    0.000    0.001    0.000 cgutils.py:779(is_pointer)
      133    0.001    0.000    0.008    0.000 cgutils.py:792(is_neg_int)
     2473    0.014    0.000    0.245    0.000 cgutils.py:796(gep_inbounds)
     2474    0.025    0.000    0.231    0.000 cgutils.py:803(gep)
       57    0.001    0.000    0.009    0.000 cgutils.py:822(pointer_add)
      527    0.003    0.000    0.035    0.000 cgutils.py:850(global_constant)
        1    0.000    0.000    0.000    0.000 cgutils.py:89(_StructProxy)
      206    0.007    0.000    0.163    0.001 cgutils.py:98(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.004    0.004 cmathdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:12(CMath_unary)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:31(CMath_predicate)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:34(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:38(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:43(Cmath_log)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:51(Cmath_phase)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:53(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:57(Cmath_polar)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:67(Cmath_rect)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:69(<listcomp>)
        1    0.000    0.000    0.002    0.002 cmathimpl.py:3(<module>)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:95(intrinsic_complex_unary)
        9    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        9    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       35    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.010    0.010 codegen.py:1(<module>)
       26    0.004    0.000    0.495    0.019 codegen.py:103(_optimize_functions)
       17    0.000    0.000    1.287    0.076 codegen.py:117(_optimize_final_module)
       56    0.001    0.000    0.003    0.000 codegen.py:123(_get_module_for_linking)
       17    0.000    0.000    0.003    0.000 codegen.py:158(create_ir_module)
       16    0.000    0.000    0.000    0.000 codegen.py:166(add_linking_library)
       26    0.002    0.000    3.228    0.124 codegen.py:174(add_ir_module)
       26    0.002    0.000    0.015    0.001 codegen.py:186(_scan_dynamic_globals)
       26    0.001    0.000    0.647    0.025 codegen.py:194(add_llvm_module)
       17    0.001    0.000    3.927    0.231 codegen.py:201(finalize)
       17    0.001    0.000    2.581    0.152 codegen.py:230(_finalize_final_module)
        9    0.000    0.000    0.000    0.000 codegen.py:291(enable_object_caching)
        1    0.000    0.000    0.000    0.000 codegen.py:31(_CFG)
       18    0.000    0.000    0.000    0.000 codegen.py:337(_object_compiled_hook)
       18    0.000    0.000    0.000    0.000 codegen.py:350(_object_getbuffer_hook)
        1    0.000    0.000    0.000    0.000 codegen.py:403(AOTCodeLibrary)
        1    0.000    0.000    0.000    0.000 codegen.py:428(JITCodeLibrary)
       21    0.000    0.000    3.865    0.184 codegen.py:430(get_pointer_to_function)
       17    0.000    0.000    2.578    0.152 codegen.py:440(_finalize_specific)
        1    0.000    0.000    0.000    0.000 codegen.py:445(RuntimeLinker)
        1    0.000    0.000    0.000    0.000 codegen.py:451(__init__)
       17    0.001    0.000    0.005    0.000 codegen.py:456(scan_unresolved_symbols)
       17    0.001    0.000    0.005    0.000 codegen.py:475(scan_defined_symbols)
       17    0.000    0.000    0.000    0.000 codegen.py:483(resolve)
       17    0.000    0.000    0.000    0.000 codegen.py:488(<listcomp>)
        1    0.000    0.000    0.000    0.000 codegen.py:501(BaseCPUCodegen)
        1    0.000    0.000    0.004    0.004 codegen.py:504(__init__)
        1    0.000    0.000    0.003    0.003 codegen.py:515(_init)
       44    0.001    0.000    0.007    0.000 codegen.py:534(_create_empty_module)
       42    0.000    0.000    0.000    0.000 codegen.py:541(target_data)
        7    0.000    0.000    0.050    0.007 codegen.py:548(add_linking_library)
       17    0.000    0.000    0.008    0.000 codegen.py:556(create_library)
        1    0.000    0.000    0.002    0.002 codegen.py:566(_module_pass_manager)
        1    0.000    0.000    0.000    0.000 codegen.py:57(CodeLibrary)
       26    0.001    0.000    0.011    0.000 codegen.py:573(_function_pass_manager)
       27    0.000    0.000    0.003    0.000 codegen.py:580(_pass_manager_builder)
       17    0.000    0.000    0.004    0.000 codegen.py:593(_check_llvm_bugs)
       17    0.000    0.000    0.011    0.001 codegen.py:630(_scan_and_fix_unresolved_refs)
        1    0.000    0.000    0.000    0.000 codegen.py:647(AOTCPUCodegen)
       17    0.001    0.000    0.008    0.000 codegen.py:67(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:678(JITCPUCodegen)
        1    0.000    0.000    0.000    0.000 codegen.py:685(_customize_tm_options)
        1    0.000    0.000    0.000    0.000 codegen.py:700(_customize_tm_features)
       17    0.000    0.000    0.002    0.000 codegen.py:713(_add_module)
        1    0.000    0.000    0.000    0.000 codegen.py:721(initialize_llvm)
       16    0.000    0.000    0.000    0.000 codegen.py:80(has_dynamic_globals)
       60    0.000    0.000    0.000    0.000 codegen.py:94(_raise_if_finalized)
   100/44    0.000    0.000    3.914    0.089 codegen.py:99(_ensure_finalized)
        1    0.000    0.000    0.013    0.013 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:10(InContainer)
        1    0.000    0.000    0.000    0.000 collections.py:19(ContainerLen)
        1    0.000    0.000    0.000    0.000 collections.py:29(SequenceBool)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
       86    0.000    0.000    0.001    0.000 collections.py:43(generic)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
       16    0.000    0.000    0.000    0.000 collections.py:58(generic)
        1    0.000    0.000    0.000    0.000 collections.py:67(DelItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.005    0.005 colormap.py:22(<module>)
        1    0.000    0.000    0.000    0.000 colormap.py:37(Colormap)
        1    0.000    0.000    0.001    0.001 colour_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:15(SimpleIterableType)
      512    0.001    0.000    0.005    0.000 common.py:16(_encode_string)
        1    0.000    0.000    0.000    0.000 common.py:2(<module>)
      862    0.001    0.000    0.002    0.000 common.py:20(_decode_string)
        1    0.000    0.000    0.000    0.000 common.py:26(SimpleIteratorType)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
      302    0.001    0.000    0.001    0.000 common.py:34(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
      140    0.001    0.000    0.004    0.000 common.py:49(__init__)
      189    0.000    0.000    0.000    0.000 common.py:71(as_array)
        1    0.000    0.000    0.000    0.000 common.py:9(Opaque)
        1    0.000    0.000    0.002    0.002 commontypes.py:1(<module>)
        1    0.000    0.000    0.035    0.035 compiler.py:1(<module>)
       16    0.000    0.000    0.001    0.000 compiler.py:116(compile_result)
        1    0.000    0.000    0.000    0.000 compiler.py:163(_CompileStatus)
       18    0.000    0.000    0.000    0.000 compiler.py:169(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:181(_EarlyPipelineCompletion)
        2    0.000    0.000    0.000    0.000 compiler.py:182(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:186(_PipelineManager)
       18    0.000    0.000    0.000    0.000 compiler.py:187(__init__)
       29    0.000    0.000    0.000    0.000 compiler.py:192(create_pipeline)
      213    0.000    0.000    0.000    0.000 compiler.py:198(add_stage)
        1    0.000    0.000    0.000    0.000 compiler.py:20(Flags)
       18    0.000    0.000    0.000    0.000 compiler.py:204(finalize)
        9    0.000    0.000    0.000    0.000 compiler.py:207(_patch_error)
