         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(InvalidHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:709(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:720(TarInfo)
        1    0.000    0.000    0.001    0.001 targets.py:1(<module>)
       45    0.002    0.000    0.004    0.000 targets.py:11(get_process_triple)
        1    0.000    0.000    0.000    0.000 targets.py:113(TargetData)
        1    0.000    0.000    0.000    0.000 targets.py:119(__str__)
       42    0.001    0.000    0.001    0.000 targets.py:135(get_pointee_abi_size)
        1    0.000    0.000    0.000    0.000 targets.py:159(Target)
        1    0.000    0.000    0.000    0.000 targets.py:173(from_triple)
        1    0.001    0.001    0.001    0.001 targets.py:204(create_target_machine)
        1    0.000    0.000    0.000    0.000 targets.py:23(FeatureMap)
        1    0.000    0.000    0.000    0.000 targets.py:235(TargetMachine)
       27    0.001    0.000    0.001    0.000 targets.py:240(add_analysis_passes)
        1    0.000    0.000    0.000    0.000 targets.py:28(flatten)
       55    0.000    0.000    0.000    0.000 targets.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 targets.py:47(get_host_cpu_features)
        2    0.000    0.000    0.001    0.000 targets.py:79(get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.009    0.009 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
      581    0.003    0.000    0.006    0.000 templates.py:109(signature)
        1    0.000    0.000    0.000    0.000 templates.py:154(FunctionTemplate)
      376    0.001    0.000    0.001    0.000 templates.py:155(__init__)
      226    0.001    0.000    0.038    0.000 templates.py:158(_select)
        1    0.000    0.000    0.000    0.000 templates.py:16(Signature)
      164    0.000    0.000    0.001    0.000 templates.py:162(get_impl_key)
        1    0.000    0.000    0.000    0.000 templates.py:176(AbstractTemplate)
  801/789    0.004    0.000    0.095    0.000 templates.py:183(apply)
     1980    0.001    0.000    0.009    0.000 templates.py:188(<genexpr>)
        1    0.000    0.000    0.000    0.000 templates.py:202(CallableTemplate)
       36    0.000    0.000    0.001    0.000 templates.py:213(apply)
      108    0.000    0.000    0.000    0.000 templates.py:220(<genexpr>)
      581    0.002    0.000    0.002    0.000 templates.py:26(__init__)
        1    0.000    0.000    0.000    0.000 templates.py:261(ConcreteTemplate)
      226    0.001    0.000    0.039    0.000 templates.py:267(apply)
        1    0.000    0.000    0.000    0.000 templates.py:272(_OverloadFunctionTemplate)
        1    0.000    0.000    0.001    0.001 templates.py:3(<module>)
       58    0.005    0.000    0.005    0.000 templates.py:314(make_overload_template)
        1    0.000    0.000    0.000    0.000 templates.py:327(_IntrinsicTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:376(AttributeTemplate)
       23    0.000    0.000    0.001    0.000 templates.py:379(__init__)
       23    0.000    0.000    0.001    0.000 templates.py:386(_lazy_class_init)
       20    0.000    0.000    0.000    0.000 templates.py:392(do_class_init)
        1    0.000    0.000    0.000    0.000 templates.py:416(_OverloadAttributeTemplate)
        2    0.000    0.000    0.000    0.000 templates.py:421(__init__)
       17    0.000    0.000    0.000    0.000 templates.py:46(__hash__)
        1    0.000    0.000    0.000    0.000 templates.py:486(_OverloadMethodTemplate)
        2    0.000    0.000    0.000    0.000 templates.py:491(do_class_init)
        2    0.000    0.000    0.004    0.002 templates.py:526(make_overload_attribute_template)
        2    0.000    0.000    0.004    0.002 templates.py:541(make_overload_method_template)
       42    0.000    0.000    0.000    0.000 templates.py:550(bound_function)
       42    0.000    0.000    0.001    0.000 templates.py:567(wrapper)
        1    0.000    0.000    0.000    0.000 templates.py:583(MacroTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:589(Registry)
      118    0.001    0.000    0.002    0.000 templates.py:59(__repr__)
       10    0.000    0.000    0.000    0.000 templates.py:595(__init__)
      211    0.001    0.000    0.001    0.000 templates.py:600(register)
       23    0.000    0.000    0.000    0.000 templates.py:605(register_attr)
      386    0.003    0.000    0.004    0.000 templates.py:610(register_global)
      175    0.001    0.000    0.019    0.000 templates.py:627(decorate)
      175    0.000    0.000    0.000    0.000 templates.py:628(Template)
      175    0.000    0.000    0.020    0.000 templates.py:649(decorator)
        1    0.000    0.000    0.000    0.000 templates.py:654(BaseRegistryLoader)
       18    0.000    0.000    0.000    0.000 templates.py:669(__init__)
       88    0.000    0.000    0.000    0.000 templates.py:671(<genexpr>)
    12376    0.011    0.000    0.047    0.000 templates.py:674(new_registrations)
        1    0.000    0.000    0.000    0.000 templates.py:679(RegistryLoader)
      369    0.001    0.000    0.001    0.000 templates.py:80(as_function)
        2    0.000    0.000    0.000    0.000 templates.py:90(make_concrete_template)
        1    0.000    0.000    0.000    0.000 threaded.py:22(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1136(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        2    0.000    0.000    0.000    0.000 threading.py:1226(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        6    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:248(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:251(_acquire_restore)
        2    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.001    0.001 threading.py:263(wait)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        2    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:506(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.001    0.001 threading.py:533(wait)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:727(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       19    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        2    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.001    0.001 threading.py:828(start)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeit.py:51(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        7    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        7    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        7    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        7    0.000    0.000    0.001    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
       14    0.000    0.000    0.016    0.001 traceback.py:104(format_exception)
       28    0.000    0.000    0.000    0.000 traceback.py:141(_format_final_exc_line)
       56    0.000    0.000    0.000    0.000 traceback.py:149(_some_str)
       14    0.000    0.000    0.016    0.001 traceback.py:161(format_exc)
      119    0.001    0.000    0.001    0.000 traceback.py:212(clear_frames)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
      242    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
      882    0.001    0.000    0.005    0.000 traceback.py:279(line)
      270    0.000    0.000    0.000    0.000 traceback.py:299(walk_tb)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       28    0.002    0.000    0.010    0.000 traceback.py:313(extract)
       28    0.001    0.000    0.003    0.000 traceback.py:381(format)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
    28/14    0.001    0.000    0.011    0.001 traceback.py:454(__init__)
    28/14    0.000    0.000    0.001    0.000 traceback.py:517(_load_lines)
       56    0.001    0.000    0.001    0.000 traceback.py:532(format_exception_only)
  454/326    0.000    0.000    0.004    0.000 traceback.py:577(format)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:12(TLS)
        1    0.000    0.000    0.000    0.000 tracing.py:14(__init__)
        5    0.000    0.000    0.000    0.000 tracing.py:191(notrace)
        5    0.000    0.000    0.000    0.000 tracing.py:193(decorator)
      186    0.000    0.000    0.000    0.000 tracing.py:207(noevent)
        2    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
       27    0.001    0.000    0.005    0.000 transforms.py:101(populate)
       27    0.000    0.000    0.000    0.000 transforms.py:109(_dispose)
        1    0.000    0.000    0.000    0.000 transforms.py:11(PassManagerBuilder)
        2    0.000    0.000    0.000    0.000 transforms.py:110(<listcomp>)
        2    0.000    0.000    0.000    0.000 transforms.py:119(make_epilogue)
        2    0.000    0.000    0.000    0.000 transforms.py:130(<listcomp>)
       27    0.001    0.000    0.001    0.000 transforms.py:14(__init__)
        5    0.000    0.000    0.001    0.000 transforms.py:14(_extract_loop_lifting_candidates)
        2    0.000    0.000    0.002    0.001 transforms.py:144(_loop_lift_modify_blocks)
       16    0.000    0.000    0.000    0.000 transforms.py:155(<genexpr>)
        5    0.000    0.000    0.006    0.001 transforms.py:179(loop_lifting)
        2    0.000    0.000    0.000    0.000 transforms.py:19(same_exit_point)
       27    0.000    0.000    0.015    0.001 transforms.py:202(canonicalize_cfg_single_backedge)
       13    0.001    0.000    0.001    0.000 transforms.py:212(has_multiple_backedges)
       27    0.000    0.000    0.001    0.000 transforms.py:225(yield_loops_with_multiple_backedges)
        4    0.000    0.000    0.000    0.000 transforms.py:23(<genexpr>)
        2    0.000    0.000    0.000    0.000 transforms.py:26(one_entry)
       27    0.000    0.000    0.000    0.000 transforms.py:26(opt_level)
       27    0.001    0.000    0.017    0.001 transforms.py:272(canonicalize_cfg)
        1    0.000    0.000    0.002    0.002 transforms.py:3(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:30(cannot_yield)
        1    0.000    0.000    0.000    0.000 transforms.py:36(CallVisitor)
        1    0.000    0.000    0.000    0.000 transforms.py:4(Visitor)
        5    0.000    0.000    0.001    0.000 transforms.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:45(ReplaceCalls)
        5    0.000    0.000    0.001    0.000 transforms.py:48(_loop_lift_get_candidate_infos)
       27    0.000    0.000    0.000    0.000 transforms.py:49(inlining_threshold)
        2    0.000    0.000    0.000    0.000 transforms.py:67(_loop_lift_modify_call_block)
       27    0.000    0.000    0.001    0.000 transforms.py:7(create_pass_manager_builder)
        2    0.000    0.000    0.000    0.000 transforms.py:79(<listcomp>)
       27    0.000    0.000    0.000    0.000 transforms.py:79(loop_vectorize)
       27    0.000    0.000    0.000    0.000 transforms.py:91(slp_vectorize)
        2    0.000    0.000    0.000    0.000 transforms.py:95(_loop_lift_prepare_loop_func)
        1    0.002    0.002    0.002    0.002 transforms.py:95(_populate_module_pm)
       26    0.002    0.000    0.002    0.000 transforms.py:98(_populate_function_pm)
        2    0.000    0.000    0.000    0.000 transforms.py:99(make_prologue)
        1    0.000    0.000    0.000    0.000 tupleobj.py:3(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.003    0.003 type_annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_annotations.py:16(SourceLines)
        1    0.000    0.000    0.000    0.000 type_annotations.py:45(TypeAnnotation)
       16    0.001    0.000    0.001    0.000 type_annotations.py:56(__init__)
        1    0.000    0.000    0.109    0.109 type_check.py:3(<module>)
        1    0.000    0.000    0.001    0.001 typeconv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeconv.py:15(__init__)
     1492    0.004    0.000    0.007    0.000 typeconv.py:25(check_compatible)
      176    0.000    0.000    0.001    0.000 typeconv.py:31(set_compatible)
       14    0.000    0.000    0.000    0.000 typeconv.py:39(set_promote)
      119    0.000    0.000    0.001    0.000 typeconv.py:42(set_unsafe_convert)
       43    0.000    0.000    0.000    0.000 typeconv.py:45(set_safe_convert)
       15    0.000    0.000    0.000    0.000 typeconv.py:48(get_pointer)
        1    0.000    0.000    0.000    0.000 typeconv.py:52(TypeCastingRules)
        1    0.000    0.000    0.000    0.000 typeconv.py:56(__init__)
        1    0.000    0.000    0.000    0.000 typeconv.py:6(TypeManager)
        8    0.000    0.000    0.005    0.001 typeconv.py:60(promote)
        8    0.000    0.000    0.009    0.001 typeconv.py:66(unsafe)
        2    0.000    0.000    0.001    0.001 typeconv.py:72(safe)
        8    0.000    0.000    0.014    0.002 typeconv.py:78(promote_unsafe)
        9    0.000    0.000    0.020    0.002 typeconv.py:85(safe_unsafe)
        2    0.000    0.000    0.010    0.005 typeconv.py:92(unsafe_unsafe)
      176    0.000    0.000    0.002    0.000 typeconv.py:99(_cb_update)
      101    0.001    0.000    0.020    0.000 typeinfer.py:1032(typeof_global)
        1    0.000    0.000    0.000    0.000 typeinfer.py:104(ConstraintNetwork)
      329    0.004    0.000    0.010    0.000 typeinfer.py:1064(typeof_expr)
       18    0.000    0.000    0.000    0.000 typeinfer.py:110(__init__)
       95    0.002    0.000    0.003    0.000 typeinfer.py:1127(typeof_call)
      445    0.001    0.000    0.001    0.000 typeinfer.py:113(append)
       92    0.000    0.000    0.001    0.000 typeinfer.py:1133(typeof_intrinsic_call)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1140(NullDebug)
       28    0.000    0.000    0.000    0.000 typeinfer.py:1142(propagate_started)
       28    0.000    0.000    0.000    0.000 typeinfer.py:1145(propagate_finished)
        9    0.000    0.000    0.000    0.000 typeinfer.py:1148(unify_finished)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1152(TypeInferDebug)
       28    0.011    0.000    0.350    0.013 typeinfer.py:116(propagate)
        1    0.000    0.000    0.001    0.001 typeinfer.py:13(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:141(Propagate)
       53    0.000    0.000    0.000    0.000 typeinfer.py:146(__init__)
       78    0.001    0.000    0.005    0.000 typeinfer.py:151(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:163(ArgConstraint)
       58    0.000    0.000    0.000    0.000 typeinfer.py:165(__init__)
       96    0.001    0.000    0.008    0.000 typeinfer.py:170(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:182(BuildTupleConstraint)
       43    0.000    0.000    0.000    0.000 typeinfer.py:183(__init__)
       84    0.002    0.000    0.014    0.000 typeinfer.py:188(__call__)
       84    0.001    0.000    0.001    0.000 typeinfer.py:191(<listcomp>)
      228    0.000    0.000    0.001    0.000 typeinfer.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:202(_BuildContainerConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:227(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:231(BuildSetConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:236(ExhaustIterConstraint)
        2    0.000    0.000    0.000    0.000 typeinfer.py:237(__init__)
        4    0.000    0.000    0.000    0.000 typeinfer.py:243(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:267(PairFirstConstraint)
        4    0.000    0.000    0.000    0.000 typeinfer.py:268(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:27(TypeVar)
        4    0.000    0.000    0.000    0.000 typeinfer.py:273(__call__)
      749    0.001    0.000    0.001    0.000 typeinfer.py:28(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:284(PairSecondConstraint)
        4    0.000    0.000    0.000    0.000 typeinfer.py:285(__init__)
        4    0.000    0.000    0.000    0.000 typeinfer.py:290(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:301(StaticGetItemConstraint)
       49    0.000    0.000    0.000    0.000 typeinfer.py:302(__init__)
       92    0.002    0.000    0.052    0.001 typeinfer.py:314(__call__)
       23    0.000    0.000    0.000    0.000 typeinfer.py:326(get_call_signature)
      410    0.009    0.000    0.018    0.000 typeinfer.py:331(fold_arg_vars)
      410    0.000    0.000    0.000    0.000 typeinfer.py:337(<listcomp>)
      410    0.002    0.000    0.005    0.000 typeinfer.py:338(<listcomp>)
      410    0.000    0.000    0.000    0.000 typeinfer.py:339(<listcomp>)
     1174    0.001    0.000    0.002    0.000 typeinfer.py:343(<genexpr>)
     1068    0.001    0.000    0.001    0.000 typeinfer.py:346(<genexpr>)
      582    0.002    0.000    0.008    0.000 typeinfer.py:36(add_type)
        1    0.000    0.000    0.000    0.000 typeinfer.py:360(CallConstraint)
      232    0.001    0.000    0.001    0.000 typeinfer.py:366(__init__)
      176    0.003    0.000    0.075    0.000 typeinfer.py:374(__call__)
      410    0.006    0.000    0.180    0.000 typeinfer.py:381(resolve)
        1    0.000    0.000    0.000    0.000 typeinfer.py:396(<listcomp>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:397(<listcomp>)
      116    0.000    0.000    0.000    0.000 typeinfer.py:430(get_call_signature)
        1    0.000    0.000    0.000    0.000 typeinfer.py:434(IntrinsicCallConstraint)
      234    0.002    0.000    0.123    0.001 typeinfer.py:435(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:440(GetAttrConstraint)
       23    0.000    0.000    0.000    0.000 typeinfer.py:441(__init__)
       36    0.002    0.000    0.017    0.000 typeinfer.py:448(__call__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:473(SetItemConstraint)
       11    0.000    0.000    0.000    0.000 typeinfer.py:474(__init__)
       20    0.000    0.000    0.002    0.000 typeinfer.py:480(__call__)
       64    0.000    0.000    0.000    0.000 typeinfer.py:483(<genexpr>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:496(get_call_signature)
        1    0.000    0.000    0.000    0.000 typeinfer.py:500(StaticSetItemConstraint)
        9    0.000    0.000    0.000    0.000 typeinfer.py:501(__init__)
       16    0.001    0.000    0.015    0.001 typeinfer.py:508(__call__)
       60    0.000    0.000    0.000    0.000 typeinfer.py:511(<genexpr>)
        7    0.000    0.000    0.000    0.000 typeinfer.py:526(get_call_signature)
        1    0.000    0.000    0.000    0.000 typeinfer.py:530(DelItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:555(SetAttrConstraint)
        2    0.000    0.000    0.000    0.000 typeinfer.py:556(__init__)
        4    0.000    0.000    0.001    0.000 typeinfer.py:562(__call__)
       12    0.000    0.000    0.000    0.000 typeinfer.py:566(<genexpr>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:583(PrintConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:607(TypeVarMap)
       18    0.000    0.000    0.000    0.000 typeinfer.py:608(set_context)
     3218    0.012    0.000    0.019    0.000 typeinfer.py:611(__getitem__)
      749    0.004    0.000    0.004    0.000 typeinfer.py:616(__setitem__)
      397    0.001    0.000    0.004    0.000 typeinfer.py:64(lock)
        1    0.000    0.000    0.000    0.000 typeinfer.py:645(TypeInferer)
       18    0.000    0.000    0.000    0.000 typeinfer.py:650(__init__)
      119    0.000    0.000    0.000    0.000 typeinfer.py:692(_mangle_arg_name)
       16    0.000    0.000    0.000    0.000 typeinfer.py:696(_get_return_vars)
       61    0.000    0.000    0.003    0.000 typeinfer.py:704(seed_argument)
       61    0.000    0.000    0.003    0.000 typeinfer.py:709(seed_type)
        7    0.000    0.000    0.000    0.000 typeinfer.py:714(seed_return)
       18    0.002    0.000    0.060    0.003 typeinfer.py:720(build_constraint)
       14    0.001    0.000    0.354    0.025 typeinfer.py:751(propagate)
      532    0.005    0.000    0.018    0.000 typeinfer.py:771(add_type)
       78    0.000    0.000    0.002    0.000 typeinfer.py:784(copy_type)
      397    0.001    0.000    0.012    0.000 typeinfer.py:787(lock_type)
      266    0.000    0.000    0.001    0.000 typeinfer.py:791(propagate_refined_type)
        9    0.001    0.000    0.006    0.001 typeinfer.py:796(unify)
       78    0.000    0.000    0.001    0.000 typeinfer.py:80(union)
      371    0.002    0.000    0.003    0.000 typeinfer.py:803(check_var)
      332    0.000    0.000    0.000    0.000 typeinfer.py:814(<genexpr>)
        9    0.000    0.000    0.001    0.000 typeinfer.py:846(get_function_types)
        9    0.000    0.000    0.000    0.000 typeinfer.py:856(_unify_return_types)
        9    0.000    0.000    0.001    0.000 typeinfer.py:868(get_return_type)
       42    0.000    0.000    0.004    0.000 typeinfer.py:874(get_state_token)
       42    0.001    0.000    0.001    0.000 typeinfer.py:878(<listcomp>)
     1578    0.005    0.000    0.059    0.000 typeinfer.py:880(constrain_statement)
     1327    0.001    0.000    0.001    0.000 typeinfer.py:89(defined)
       11    0.000    0.000    0.000    0.000 typeinfer.py:900(typeof_setitem)
        9    0.000    0.000    0.000    0.000 typeinfer.py:906(typeof_static_setitem)
        2    0.000    0.000    0.000    0.000 typeinfer.py:920(typeof_setattr)
      342    0.000    0.000    0.000    0.000 typeinfer.py:93(get)
      754    0.003    0.000    0.051    0.000 typeinfer.py:932(typeof_assign)
      331    0.001    0.000    0.023    0.000 typeinfer.py:950(resolve_value_type)
     1412    0.001    0.000    0.001    0.000 typeinfer.py:96(getone)
       58    0.000    0.000    0.001    0.000 typeinfer.py:961(typeof_arg)
      230    0.001    0.000    0.017    0.000 typeinfer.py:967(typeof_const)
       99    0.000    0.000    0.000    0.000 typeinfer.py:978(sentry_modified_builtin)
      357    0.002    0.000    0.141    0.000 typeinfer.py:996(resolve_call)
        1    0.000    0.000    0.013    0.013 typeof.py:1(<module>)
      642    0.004    0.000    0.012    0.000 typeof.py:101(_typeof_int)
      127    0.000    0.000    0.000    0.000 typeof.py:128(_typeof_none)
        1    0.000    0.000    0.000    0.000 typeof.py:13(Purpose)
      541    0.008    0.000    0.133    0.000 typeof.py:136(_typeof_tuple)
      541    0.006    0.000    0.031    0.000 typeof.py:138(<listcomp>)
     2164    0.001    0.000    0.001    0.000 typeof.py:139(<genexpr>)
     1353    0.004    0.000    0.004    0.000 typeof.py:158(_typeof_slice)
       18    0.000    0.000    0.003    0.000 typeof.py:190(_typeof_ndarray)
     3351    0.041    0.000    0.450    0.000 typeof.py:22(typeof)
     2196    0.027    0.000    0.205    0.000 typeof.py:35(typeof_impl)
     2196    0.040    0.000    0.068    0.000 typeof.py:56(_typeof_buffer)
       90    0.000    0.000    0.001    0.000 typeof.py:79(typeof_type)
        7    0.000    0.000    0.000    0.000 typeof.py:93(_typeof_bool)
        1    0.000    0.000    0.000    0.000 types.py:102(LabelType)
     4403    0.002    0.000    0.002    0.000 types.py:107(_to_string)
        1    0.000    0.000    0.000    0.000 types.py:111(PointerType)
     5239    0.011    0.000    0.014    0.000 types.py:118(__init__)
4817/4814    0.007    0.000    0.029    0.000 types.py:123(_to_string)
38959/38899    0.060    0.000    0.082    0.000 types.py:129(__eq__)
      149    0.000    0.000    0.000    0.000 types.py:135(__get__)
     2981    0.004    0.000    0.005    0.000 types.py:136(gep)
        1    0.000    0.000    0.000    0.000 types.py:149(VoidType)
       70    0.000    0.000    0.000    0.000 types.py:154(_to_string)
    17955    0.012    0.000    0.020    0.000 types.py:157(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:16(Type)
        1    0.000    0.000    0.000    0.000 types.py:161(FunctionType)
    10409    0.032    0.000    0.032    0.000 types.py:166(__init__)
       15    0.000    0.000    0.000    0.000 types.py:171(_to_string)
       15    0.000    0.000    0.000    0.000 types.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:191(IntType)
     7640    0.014    0.000    0.014    0.000 types.py:198(__new__)
        4    0.000    0.000    0.000    0.000 types.py:208(__new)
        4    0.000    0.000    0.000    0.000 types.py:221(_to_string)
    14361    0.015    0.000    0.022    0.000 types.py:224(__eq__)
    11225    0.023    0.000    0.026    0.000 types.py:230(format_constant)
        6    0.000    0.000    0.000    0.000 types.py:247(_format_float_as_hex)
        6    0.000    0.000    0.000    0.000 types.py:253(_format_double)
        1    0.000    0.000    0.000    0.000 types.py:261(_BaseFloatType)
       49    0.000    0.000    0.000    0.000 types.py:263(__new__)
      544    0.001    0.000    0.001    0.000 types.py:266(__eq__)
        2    0.000    0.000    0.000    0.000 types.py:269(_create_instance)
        1    0.000    0.000    0.000    0.000 types.py:274(FloatType)
        1    0.000    0.000    0.000    0.000 types.py:288(DoubleType)
     5057    0.012    0.000    0.026    0.000 types.py:29(as_pointer)
      667    0.000    0.000    0.000    0.000 types.py:295(__str__)
        6    0.000    0.000    0.000    0.000 types.py:298(format_constant)
        1    0.000    0.000    0.001    0.001 types.py:3(<module>)
        1    0.000    0.000    0.000    0.000 types.py:306(_Repeat)
     1135    0.001    0.000    0.001    0.000 types.py:307(__init__)
       38    0.000    0.000    0.000    0.000 types.py:311(__len__)
     1145    0.002    0.000    0.002    0.000 types.py:314(__getitem__)
    63346    0.085    0.000    0.186    0.000 types.py:32(__ne__)
        1    0.000    0.000    0.000    0.000 types.py:321(Aggregate)
       28    0.000    0.000    0.001    0.000 types.py:327(wrap_constant_value)
       28    0.000    0.000    0.000    0.000 types.py:335(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:339(ArrayType)
      904    0.002    0.000    0.002    0.000 types.py:344(__init__)
     1135    0.002    0.000    0.004    0.000 types.py:348(elements)
       42    0.002    0.000    0.016    0.000 types.py:35(_get_ll_pointer_type)
        4    0.000    0.000    0.000    0.000 types.py:352(__len__)
      701    0.005    0.000    0.005    0.000 types.py:355(_to_string)
